"Story","Title","Result","Date","Stability","Duration (s)"
"Filtrar por tamanho e composicao e depois retirar o filtro de tamanho","Para realizar a tarefa","PENDING","2018-02-23T14:58:15.597-03:00","0.0","7.47"
